Date MM/DD/YYYY,Station Number,Depth [meters],Discrete Chlorophyll [mg/m3],Chlorophyll a/a+PHA,Fluorescence [volts],Calculated Chlorophyll [mg/m3],Discrete Oxygen [mg/L],Oxygen Electrode Output [volts],Oxygen Saturation,Calculated Oxygen [mg/L],Discrete SPM [mg/L],Optical Backscatter [volts],Calculated SPM [mg/L],Measured Extinction Coefficient [per meter],Salinity [psu],Temperature [°C],Nitrite [µM],Nitrate + Nitrite [µM],Ammonium [µM],Phosphate [µM],Silicate [µM],Coordinates
2018-08-14,7.0,11,,,0.21,3.8,,7.8,93.0,7.8,,2.68,119,,11.8,20.66,,,,,,"(""38  2.9'"", ""-122 5.8'"")"
2018-08-14,7.0,12,,,0.21,3.8,,7.8,93.0,7.8,,2.67,119,,11.79,20.66,,,,,,"(""38  2.9'"", ""-122 5.8'"")"
2018-08-14,6.0,1,,,0.18,2.8,,8.1,96.0,8,,1.81,84,3.8,8.17,21.26,,,,,,"(""38  3.9'"", ""-122  2.1'"")"
2018-08-14,6.0,2,3,0.51,0.18,2.8,,8.1,95.0,8.1,90.9,1.83,84,,8.19,21.23,0.52,21.49,3.43,2.94,173.09,"(""38  3.9'"", ""-122  2.1'"")"
2018-08-14,6.0,3,,,0.19,2.8,,8.1,95.0,8,,1.91,88,,8.22,21.18,,,,,,"(""38  3.9'"", ""-122  2.1'"")"
2018-08-14,6.0,4,,,0.19,2.8,,8,95.0,8,,2.07,94,,8.24,21.17,,,,,,"(""38  3.9'"", ""-122  2.1'"")"
2018-08-14,6.0,5,,,0.19,2.9,,8,95.0,8,,2.16,98,,8.28,21.16,,,,,,"(""38  3.9'"", ""-122  2.1'"")"
2018-08-14,6.0,6,,,0.19,3,,8,95.0,8,,2.24,101,,8.35,21.14,,,,,,"(""38  3.9'"", ""-122  2.1'"")"
2018-08-14,6.0,7,,,0.2,3.1,,8.1,95.0,8.1,,2.45,110,,8.43,21.13,,,,,,"(""38  3.9'"", ""-122  2.1'"")"
2018-08-14,6.0,8,,,0.2,3.2,,8,95.0,8,,2.62,117,,8.52,21.11,,,,,,"(""38  3.9'"", ""-122  2.1'"")"
2018-08-14,6.0,9,,,0.21,3.3,,8,95.0,8,,2.7,120,,8.54,21.1,,,,,,"(""38  3.9'"", ""-122  2.1'"")"
2018-08-14,6.0,10,3.3,0.42,0.21,3.3,,8,95.0,8,126.4,2.75,122,,8.53,21.11,,,,,,"(""38  3.9'"", ""-122  2.1'"")"
2018-08-14,5.0,1,,,0.16,3.3,,8.2,96.0,8.2,,1.02,34,2.49,5.77,21.36,,,,,,"(""38  3.6'"", ""-121  58.8'"")"
2018-08-14,5.0,2,,,0.17,3.4,,8.2,96.0,8.2,,1.05,36,,5.78,21.34,,,,,,"(""38  3.6'"", ""-121  58.8'"")"
2018-08-14,5.0,3,,,0.16,3.3,,8.2,96.0,8.2,,1.09,39,,5.78,21.33,,,,,,"(""38  3.6'"", ""-121  58.8'"")"
2018-08-14,5.0,4,,,0.16,3.2,,8.1,95.0,8.1,,1.11,39,,5.87,21.3,,,,,,"(""38  3.6'"", ""-121  58.8'"")"
2018-08-14,5.0,5,,,0.16,3.3,,8.2,96.0,8.2,,1.29,50,,5.93,21.29,,,,,,"(""38  3.6'"", ""-121  58.8'"")"
2018-08-14,5.0,6,,,0.16,3.3,,8.2,96.0,8.2,,1.32,52,,6.02,21.28,,,,,,"(""38  3.6'"", ""-121  58.8'"")"
2018-08-14,5.0,7,,,0.17,3.4,,8.1,95.0,8.1,,1.38,56,,6.06,21.28,,,,,,"(""38  3.6'"", ""-121  58.8'"")"
2018-08-14,5.0,8,,,0.19,3.9,,8.2,96.0,8.1,,1.46,61,,6.11,21.28,,,,,,"(""38  3.6'"", ""-121  58.8'"")"
2018-08-14,5.0,9,,,0.19,4,,8.1,96.0,8.1,,1.58,68,,6.15,21.28,,,,,,"(""38  3.6'"", ""-121  58.8'"")"
2018-08-14,4.0,1,,,0.16,3.2,,8.2,95.0,8.2,,0.99,33,2.55,4.24,21.46,,,,,,"(""38  2.9'"", ""-121  56.1'"")"
2018-08-14,4.0,2,,,0.17,3.4,,8.2,95.0,8.2,,1.04,36,,4.25,21.45,,,,,,"(""38  2.9'"", ""-121  56.1'"")"
2018-08-14,4.0,3,,,0.16,3.2,,8.2,95.0,8.2,,1.06,37,,4.28,21.44,,,,,,"(""38  2.9'"", ""-121  56.1'"")"
2018-08-14,4.0,4,,,0.16,3.2,,8.2,95.0,8.2,,1.06,37,,4.3,21.43,,,,,,"(""38  2.9'"", ""-121  56.1'"")"
2018-08-14,4.0,5,,,0.16,3.3,,8.2,95.0,8.2,,1.09,38,,4.3,21.43,,,,,,"(""38  2.9'"", ""-121  56.1'"")"
2018-08-14,4.0,6,,,0.18,3.6,,8.2,95.0,8.2,,1.08,38,,4.32,21.42,,,,,,"(""38  2.9'"", ""-121  56.1'"")"
2018-08-14,4.0,7,,,0.17,3.4,,8.2,95.0,8.2,,1.08,38,,4.32,21.42,,,,,,"(""38  2.9'"", ""-121  56.1'"")"
2018-08-14,4.0,8,,,0.16,3.3,,8.2,95.0,8.2,,1.08,38,,4.34,21.42,,,,,,"(""38  2.9'"", ""-121  56.1'"")"
2018-08-14,4.0,9,,,0.17,3.4,,8.2,95.0,8.2,,1.1,39,,4.34,21.42,,,,,,"(""38  2.9'"", ""-121  56.1'"")"
2018-08-14,4.0,10,,,0.17,3.5,,8.2,95.0,8.2,,1.08,38,,4.34,21.42,,,,,,"(""38  2.9'"", ""-121  56.1'"")"
2018-08-14,4.0,11,,,0.17,3.5,,8.2,95.0,8.2,,1.08,38,,4.41,21.41,,,,,,"(""38  2.9'"", ""-121  56.1'"")"
2018-08-14,4.0,12,,,0.16,3.3,,8.2,95.0,8.2,,1.09,38,,4.41,21.41,,,,,,"(""38  2.9'"", ""-121  56.1'"")"
2018-08-14,4.0,13,,,0.16,3.2,,8.2,95.0,8.2,,1.08,38,,4.42,21.41,,,,,,"(""38  2.9'"", ""-121  56.1'"")"
2018-08-14,4.0,14,,,0.16,3.2,,8.2,95.0,8.2,,1.09,39,,4.42,21.41,,,,,,"(""38  2.9'"", ""-121  56.1'"")"
2018-08-14,4.0,15,,,0.16,3.3,,8.2,95.0,8.2,,1.09,38,,4.42,21.41,,,,,,"(""38  2.9'"", ""-121  56.1'"")"
2018-08-14,4.0,16,,,0.16,3.2,,8.2,95.0,8.2,,1.07,38,,4.42,21.41,,,,,,"(""38  2.9'"", ""-121  56.1'"")"
2018-08-14,4.0,17,,,0.16,3.2,,8.2,95.0,8.2,,1.07,37,,4.43,21.41,,,,,,"(""38  2.9'"", ""-121  56.1'"")"
2018-08-14,3.0,1,,,0.16,3.2,,8.1,94.0,8.1,,0.63,11,1.74,2.37,21.78,,,,,,"(""38  3.1'"", ""-121  52.8'"")"
2018-08-14,3.0,2,3.1,0.64,0.15,3,,8.1,93.0,8.1,19.4,0.66,13,,2.48,21.73,0.58,16.56,2.68,2.27,208.87,"(""38  3.1'"", ""-121  52.8'"")"
2018-08-14,3.0,3,,,0.16,3.2,,8,93.0,8,,0.68,15,,2.58,21.69,,,,,,"(""38  3.1'"", ""-121  52.8'"")"
2018-08-14,3.0,4,,,0.15,3,,8,93.0,8,,0.74,18,,2.68,21.63,,,,,,"(""38  3.1'"", ""-121  52.8'"")"
2018-08-14,3.0,5,,,0.15,3.1,,8.1,93.0,8.1,,0.84,24,,2.81,21.56,,,,,,"(""38  3.1'"", ""-121  52.8'"")"
2018-08-14,3.0,6,,,0.16,3.2,,8.1,93.0,8.1,,1.09,38,,2.85,21.56,,,,,,"(""38  3.1'"", ""-121  52.8'"")"
2018-08-14,3.0,7,,,0.16,3.3,,8,93.0,8,,1.18,44,,2.85,21.56,,,,,,"(""38  3.1'"", ""-121  52.8'"")"
2018-08-14,3.0,8,,,0.16,3.2,,8.1,93.0,8.1,,1.2,45,,2.88,21.56,,,,,,"(""38  3.1'"", ""-121  52.8'"")"
2018-08-14,3.0,9,,,0.17,3.4,,8.1,93.0,8.1,,1.25,48,,2.9,21.55,,,,,,"(""38  3.1'"", ""-121  52.8'"")"
2018-08-14,3.0,10,,,0.16,3.3,,8.1,93.0,8.1,,1.3,51,,2.89,21.55,,,,,,"(""38  3.1'"", ""-121  52.8'"")"
2018-08-14,3.0,11,,,0.17,3.4,,8.1,93.0,8.1,,1.33,53,,2.91,21.55,,,,,,"(""38  3.1'"", ""-121  52.8'"")"
2018-08-14,3.0,12,3,0.44,0.17,3.4,,8.1,93.0,8.1,65.2,1.45,60,,2.91,21.55,,,,,,"(""38  3.1'"", ""-121  52.8'"")"
2018-08-14,2.0,1,,,0.14,2.7,,8.2,94.0,8.2,,0.86,25,1.85,1.25,21.83,,,,,,"(""38  3.8'"", ""-121  51.1'"")"
2018-08-14,2.0,2,,,0.16,3.2,,8.1,94.0,8.1,,0.9,27,,1.39,21.77,,,,,,"(""38  3.8'"", ""-121  51.1'"")"
2018-08-14,2.0,3,,,0.15,3,,8.1,93.0,8.1,,0.92,29,,1.39,21.77,,,,,,"(""38  3.8'"", ""-121  51.1'"")"
2018-08-14,2.0,4,,,0.15,3,,8.1,93.0,8.1,,0.92,28,,1.45,21.77,,,,,,"(""38  3.8'"", ""-121  51.1'"")"
2018-08-14,2.0,5,,,0.15,3.1,,8,93.0,8,,0.93,29,,1.76,21.77,,,,,,"(""38  3.8'"", ""-121  51.1'"")"
2018-08-14,2.0,6,,,0.16,3.2,,8,92.0,8,,0.95,30,,2.27,21.77,,,,,,"(""38  3.8'"", ""-121  51.1'"")"
2018-08-14,2.0,7,,,0.16,3.3,,8,93.0,8,,0.95,30,,2.48,21.78,,,,,,"(""38  3.8'"", ""-121  51.1'"")"
2018-08-14,2.0,8,,,0.17,3.5,,8,93.0,8,,1.02,34,,2.9,21.74,,,,,,"(""38  3.8'"", ""-121  51.1'"")"
2018-08-14,2.0,9,,,0.16,3.3,,8,93.0,8,,1.05,36,,2.96,21.74,,,,,,"(""38  3.8'"", ""-121  51.1'"")"
2018-08-14,649.0,1,,,0.18,3.6,,8.1,93.0,8.1,,0.87,26,1.75,0.12,22.22,,,,,,"(""38  3.6'"", ""-121 48.0'"")"
2018-08-14,649.0,2,4.3,0.65,0.18,3.7,,8.1,93.0,8.1,28.2,0.87,26,,0.12,22.21,1.15,14.78,5.5,2.19,264.63,"(""38  3.6'"", ""-121 48.0'"")"
2018-08-14,649.0,3,,,0.19,3.9,,8.1,93.0,8.1,,0.98,32,,0.13,22.16,,,,,,"(""38  3.6'"", ""-121 48.0'"")"
2018-08-14,649.0,4,,,0.2,4,,8.1,93.0,8.1,,1.05,36,,0.13,22.16,,,,,,"(""38  3.6'"", ""-121 48.0'"")"
2018-08-14,649.0,5,,,0.2,4.1,,8.1,93.0,8.1,,1.05,36,,0.14,22.12,,,,,,"(""38  3.6'"", ""-121 48.0'"")"
2018-08-14,649.0,6,,,0.2,4.2,,8.1,93.0,8.1,,1.2,45,,0.15,22.09,,,,,,"(""38  3.6'"", ""-121 48.0'"")"
2018-08-14,649.0,7,,,0.21,4.3,,8.1,93.0,8.1,,1.35,54,,0.15,22.08,,,,,,"(""38  3.6'"", ""-121 48.0'"")"
2018-08-14,649.0,8,,,0.22,4.7,,8.1,93.0,8.1,,1.34,53,,0.15,22.08,,,,,,"(""38  3.6'"", ""-121 48.0'"")"
2018-08-14,649.0,9,,,0.22,4.5,,8.1,93.0,8.1,,1.3,51,,0.15,22.08,,,,,,"(""38  3.6'"", ""-121 48.0'"")"
2018-08-14,649.0,10,,,0.2,4.2,,8.1,93.0,8.1,,1.26,49,,0.15,22.08,,,,,,"(""38  3.6'"", ""-121 48.0'"")"
2018-08-14,649.0,11,4,0.49,0.21,4.3,,8.1,93.0,8.1,43.2,1.3,51,,0.16,22.07,,,,,,"(""38  3.6'"", ""-121 48.0'"")"
2018-08-14,657.0,1,,,0.08,1.4,,7.8,90.0,7.8,,0.64,12,0.84,0.08,22.03,,,,,,"(""38  9.1'"", ""-121 41.3'"")"
2018-08-14,657.0,2,1.7,0.54,0.09,1.6,,7.8,90.0,7.8,8.7,0.64,12,,0.08,22.02,1.15,10.42,10,2.39,291.26,"(""38  9.1'"", ""-121 41.3'"")"
2018-08-14,657.0,3,,,0.1,1.9,,7.8,90.0,7.8,,0.65,13,,0.08,22,,,,,,"(""38  9.1'"", ""-121 41.3'"")"
2018-08-14,657.0,4,,,0.11,2.1,,7.8,90.0,7.8,,0.66,13,,0.08,22,,,,,,"(""38  9.1'"", ""-121 41.3'"")"
2018-08-14,657.0,5,,,0.11,2,,7.8,90.0,7.8,,0.66,13,,0.08,22,,,,,,"(""38  9.1'"", ""-121 41.3'"")"
2018-08-14,657.0,6,,,0.1,1.9,,7.8,90.0,7.8,,0.66,13,,0.08,22,,,,,,"(""38  9.1'"", ""-121 41.3'"")"
2018-08-14,657.0,7,,,0.1,1.9,,7.8,90.0,7.8,,0.65,13,,0.08,22,,,,,,"(""38  9.1'"", ""-121 41.3'"")"
2018-08-14,657.0,8,,,0.1,1.9,,7.8,90.0,7.8,,0.65,13,,0.08,22,,,,,,"(""38  9.1'"", ""-121 41.3'"")"
2018-08-14,657.0,9,1.7,0.54,0.1,1.8,,7.8,90.0,7.8,9.4,0.66,13,,0.08,22,,,,,,"(""38  9.1'"", ""-121 41.3'"")"
2018-09-18,36.0,1,,,0.39,4.9,,6.4,83.0,6.4,,3.06,99,5.46,29.09,19.31,,,,,,"(""37   28.3'"", ""-122 4.0'"")"
2018-09-18,36.0,2,4,0.45,0.36,4.4,,6.5,84.0,6.5,111.9,3.35,110,,29.39,19.41,3.48,57.76,15.64,13.4,147.63,"(""37   28.3'"", ""-122 4.0'"")"
2018-09-18,36.0,3,,,0.38,4.7,,6.5,84.0,6.5,,4.34,149,,29.64,19.51,,,,,,"(""37   28.3'"", ""-122 4.0'"")"
2018-09-18,36.0,4,,,0.39,5,,6.4,84.0,6.4,,4.74,165,,29.7,19.53,,,,,,"(""37   28.3'"", ""-122 4.0'"")"
2018-09-18,36.0,5,3.9,0.36,0.4,5,,6.5,84.0,6.5,166,4.8,167,,29.7,19.53,,,,,,"(""37   28.3'"", ""-122 4.0'"")"
2018-09-18,35.0,1,,,0.31,3.7,,6.6,85.0,6.6,,2.03,58,3.68,29.95,19.47,,,,,,"(""37   28.8'"", ""-122 4.7'"")"
2018-09-18,35.0,2,3.8,0.58,0.31,3.7,,6.5,85.0,6.5,,2.38,72,,30.18,19.5,,,,,,"(""37   28.8'"", ""-122 4.7'"")"
2018-09-18,35.0,3,,,0.32,3.9,,6.5,85.0,6.5,,3.33,109,,30.21,19.51,,,,,,"(""37   28.8'"", ""-122 4.7'"")"
2018-09-18,35.0,4,,,0.34,4.2,,6.5,85.0,6.5,,4.41,152,,30.2,19.51,,,,,,"(""37   28.8'"", ""-122 4.7'"")"
2018-09-18,35.0,5,,,0.35,4.3,,6.5,85.0,6.5,,4.64,161,,30.2,19.51,,,,,,"(""37   28.8'"", ""-122 4.7'"")"
2018-09-18,35.0,6,,,0.35,4.3,,6.5,85.0,6.5,,4.74,165,,30.21,19.51,,,,,,"(""37   28.8'"", ""-122 4.7'"")"
2018-09-18,34.0,1,,,0.3,3.6,,6.6,86.0,6.6,,1.31,30,2.49,29.79,19.45,,,,,,"(""37  29.7'"", ""-122 5.6'"")"
2018-09-18,34.0,2,3.4,0.61,0.29,3.3,,6.6,87.0,6.6,29.4,1.38,33,,30.54,19.34,,,,,,"(""37  29.7'"", ""-122 5.6'"")"
2018-09-18,34.0,3,,,0.29,3.4,,6.7,87.0,6.7,,1.98,56,,30.7,19.32,,,,,,"(""37  29.7'"", ""-122 5.6'"")"
2018-09-18,34.0,4,,,0.29,3.4,,6.7,87.0,6.7,,2.23,66,,30.83,19.31,,,,,,"(""37  29.7'"", ""-122 5.6'"")"
2018-09-18,34.0,5,,,0.31,3.6,,6.7,87.0,6.7,,2.61,81,,30.91,19.31,,,,,,"(""37  29.7'"", ""-122 5.6'"")"
2018-09-18,34.0,6,,,0.32,3.8,,6.7,87.0,6.7,,2.97,95,,30.92,19.31,,,,,,"(""37  29.7'"", ""-122 5.6'"")"
2018-09-18,34.0,7,,,0.32,3.8,,6.7,87.0,6.7,,3.14,102,,30.94,19.32,,,,,,"(""37  29.7'"", ""-122 5.6'"")"
2018-09-18,34.0,8,5.4,0.28,0.41,5.2,,6.7,87.0,6.7,,4.05,138,,30.95,19.31,,,,,,"(""37  29.7'"", ""-122 5.6'"")"
2018-09-18,33.0,1,,,0.34,5.8,,6.9,90.0,6.9,,1.98,56,3.73,31.15,19.26,,,,,,"(""37   30.5'"", ""-122 7.3'"")"
2018-09-18,33.0,2,,,0.34,5.8,,6.9,90.0,6.9,,2.02,58,,31.15,19.26,,,,,,"(""37   30.5'"", ""-122 7.3'"")"
2018-09-18,33.0,3,,,0.31,5.3,,6.9,90.0,6.9,,2.1,61,,31.15,19.26,,,,,,"(""37   30.5'"", ""-122 7.3'"")"
2018-09-18,33.0,4,,,0.31,5.3,,6.9,90.0,6.9,,2.17,64,,31.16,19.26,,,,,,"(""37   30.5'"", ""-122 7.3'"")"
2018-09-18,33.0,5,,,0.31,5.3,,6.9,90.0,6.9,,2.43,74,,31.16,19.27,,,,,,"(""37   30.5'"", ""-122 7.3'"")"
2018-09-18,33.0,6,,,0.32,5.4,,6.9,90.0,6.9,,2.65,83,,31.16,19.26,,,,,,"(""37   30.5'"", ""-122 7.3'"")"
2018-09-18,33.0,7,,,0.33,5.5,,6.9,90.0,6.9,,2.79,88,,31.16,19.26,,,,,,"(""37   30.5'"", ""-122 7.3'"")"
2018-09-18,33.0,8,,,0.34,5.7,,6.9,90.0,6.9,,2.87,91,,31.15,19.24,,,,,,"(""37   30.5'"", ""-122 7.3'"")"
2018-09-18,33.0,9,,,0.35,5.9,,6.9,90.0,6.9,,3.25,106,,31.15,19.22,,,,,,"(""37   30.5'"", ""-122 7.3'"")"
2018-09-18,33.0,10,,,0.36,6.1,,6.9,90.0,6.9,,3.67,123,,31.15,19.21,,,,,,"(""37   30.5'"", ""-122 7.3'"")"
2018-09-18,33.0,11,,,0.37,6.2,,6.9,90.0,6.9,,3.83,129,,31.15,19.2,,,,,,"(""37   30.5'"", ""-122 7.3'"")"
2018-09-18,33.0,12,,,0.38,6.3,,6.9,90.0,6.9,,3.97,135,,31.15,19.2,,,,,,"(""37   30.5'"", ""-122 7.3'"")"
2018-09-18,33.0,13,,,0.38,6.3,,6.9,90.0,6.9,,4.08,139,,31.15,19.2,,,,,,"(""37   30.5'"", ""-122 7.3'"")"
2018-09-18,32.0,1,,,0.31,5.3,,6.9,90.0,6.9,,1.44,35,2.98,31.14,19.21,,,,,,"(""37  31.1'"", ""-122  8.0'"")"
2018-09-18,32.0,2,5,0.6,0.31,5.3,,6.9,91.0,6.9,37.9,1.44,35,,31.15,19.22,1.44,30.13,7.07,10.27,117.17,"(""37  31.1'"", ""-122  8.0'"")"
2018-09-18,32.0,3,,,0.3,5.1,,7,91.0,7,,1.49,37,,31.17,19.23,,,,,,"(""37  31.1'"", ""-122  8.0'"")"
2018-09-18,32.0,4,,,0.31,5.3,,7,91.0,7,,1.72,46,,31.23,19.26,,,,,,"(""37  31.1'"", ""-122  8.0'"")"
2018-09-18,32.0,5,,,0.32,5.5,,7,91.0,7,,2.33,70,,31.24,19.26,,,,,,"(""37  31.1'"", ""-122  8.0'"")"
2018-09-18,32.0,6,,,0.33,5.6,,7,91.0,7,,2.74,86,,31.24,19.26,,,,,,"(""37  31.1'"", ""-122  8.0'"")"
2018-09-18,32.0,7,,,0.34,5.7,,7,91.0,7,,2.85,91,,31.24,19.26,,,,,,"(""37  31.1'"", ""-122  8.0'"")"
2018-09-18,32.0,8,,,0.35,5.8,,7,91.0,7,,3.09,100,,31.24,19.25,,,,,,"(""37  31.1'"", ""-122  8.0'"")"
2018-09-18,32.0,9,,,0.36,6,,7,91.0,7,,3.3,108,,31.23,19.25,,,,,,"(""37  31.1'"", ""-122  8.0'"")"
2018-09-18,32.0,10,5.9,0.4,0.36,6,,7,91.0,7,153.4,3.68,123,,31.23,19.25,,,,,,"(""37  31.1'"", ""-122  8.0'"")"
2018-09-18,31.0,1,,,0.37,6.1,,7.1,93.0,7.1,,1.48,53,3.07,31.23,19.32,,,,,,"(""37  31.7'"", ""-122 9.5'"")"
2018-09-18,31.0,2,,,0.37,6.1,,7.1,93.0,7.1,,1.5,53,,31.23,19.33,,,,,,"(""37  31.7'"", ""-122 9.5'"")"
2018-09-18,31.0,3,,,0.36,6,,7.1,93.0,7.1,,1.61,57,,31.23,19.33,,,,,,"(""37  31.7'"", ""-122 9.5'"")"
2018-09-18,31.0,4,,,0.36,6,,7.1,93.0,7.1,,1.82,65,,31.23,19.33,,,,,,"(""37  31.7'"", ""-122 9.5'"")"
2018-09-18,31.0,5,,,0.36,6,,7.1,93.0,7.1,,1.9,68,,31.23,19.33,,,,,,"(""37  31.7'"", ""-122 9.5'"")"
2018-09-18,31.0,6,,,0.36,6,,7.1,93.0,7.1,,1.93,69,,31.23,19.33,,,,,,"(""37  31.7'"", ""-122 9.5'"")"
2018-09-18,31.0,7,,,0.36,6,,7.1,93.0,7.1,,2.06,73,,31.23,19.32,,,,,,"(""37  31.7'"", ""-122 9.5'"")"
2018-09-18,31.0,8,,,0.37,6.1,,7.1,93.0,7.1,,2.21,79,,31.23,19.32,,,,,,"(""37  31.7'"", ""-122 9.5'"")"
2018-09-18,31.0,9,,,0.37,6.2,,7.1,93.0,7.1,,2.33,83,,31.24,19.32,,,,,,"(""37  31.7'"", ""-122 9.5'"")"
2018-09-18,31.0,10,,,0.38,6.3,,7.1,93.0,7.1,,2.48,88,,31.24,19.32,,,,,,"(""37  31.7'"", ""-122 9.5'"")"
2018-09-18,31.0,11,,,0.39,6.4,,7.1,93.0,7.1,,2.66,95,,31.24,19.32,,,,,,"(""37  31.7'"", ""-122 9.5'"")"
2018-09-18,31.0,12,,,0.39,6.4,,7.1,93.0,7.1,,2.75,98,,31.24,19.32,,,,,,"(""37  31.7'"", ""-122 9.5'"")"
2018-09-18,30.0,1,,,0.32,5.5,,7.1,93.0,7.1,,0.86,30,2.49,31.22,19.23,,,,,,"(""37  33.3'"", ""-122 11.4'"")"
2018-09-18,30.0,2,5.7,0.64,0.32,5.5,,7.1,93.0,7.1,34.8,0.95,33,,31.22,19.23,1.44,27.77,7.35,9.33,108.01,"(""37  33.3'"", ""-122 11.4'"")"
2018-09-18,30.0,3,,,0.31,5.2,,7.1,93.0,7.1,,1.02,36,,31.22,19.23,,,,,,"(""37  33.3'"", ""-122 11.4'"")"
2018-09-18,30.0,4,,,0.3,5.2,,7.1,93.0,7.1,,1.11,39,,31.22,19.24,,,,,,"(""37  33.3'"", ""-122 11.4'"")"
2018-09-18,30.0,5,,,0.3,5.2,,7.1,93.0,7.1,,1.2,43,,31.22,19.24,,,,,,"(""37  33.3'"", ""-122 11.4'"")"
2018-09-18,30.0,6,,,0.3,5.2,,7.1,93.0,7.1,,1.25,44,,31.22,19.23,,,,,,"(""37  33.3'"", ""-122 11.4'"")"
2018-09-18,30.0,7,,,0.3,5.2,,7.1,93.0,7.1,,1.3,46,,31.22,19.23,,,,,,"(""37  33.3'"", ""-122 11.4'"")"
2018-09-18,30.0,8,,,0.31,5.2,,7.1,93.0,7.1,,1.32,47,,31.22,19.23,,,,,,"(""37  33.3'"", ""-122 11.4'"")"
2018-09-18,30.0,9,,,0.31,5.3,,7.1,93.0,7.1,,1.35,48,,31.22,19.23,,,,,,"(""37  33.3'"", ""-122 11.4'"")"
2018-09-18,30.0,10,,,0.31,5.3,,7.1,93.0,7.1,,1.4,50,,31.22,19.23,,,,,,"(""37  33.3'"", ""-122 11.4'"")"
2018-09-18,30.0,11,,,0.31,5.3,,7.1,93.0,7.1,,1.44,51,,31.22,19.23,,,,,,"(""37  33.3'"", ""-122 11.4'"")"
2018-09-18,30.0,12,5.7,0.56,0.31,5.3,,7.1,93.0,7.1,61.7,1.46,52,,31.22,19.23,,,,,,"(""37  33.3'"", ""-122 11.4'"")"
2018-09-18,29.0,1,,,0.27,4.8,,7,91.0,7,,0.89,31,2.53,31.19,19.16,,,,,,"(""37  34.1'"", ""-122 13.1'"")"
2018-09-18,29.0,2,,,0.27,4.8,,7,91.0,7,,1.02,36,,31.19,19.13,,,,,,"(""37  34.1'"", ""-122 13.1'"")"
2018-09-18,29.0,3,,,0.26,4.6,,7,91.0,7,,1.09,38,,31.19,19.12,,,,,,"(""37  34.1'"", ""-122 13.1'"")"
2018-09-18,29.0,4,,,0.25,4.5,,7,91.0,7,,1.09,39,,31.19,19.12,,,,,,"(""37  34.1'"", ""-122 13.1'"")"
2018-09-18,29.0,5,,,0.25,4.5,,7,91.0,7,,1.05,37,,31.19,19.11,,,,,,"(""37  34.1'"", ""-122 13.1'"")"
2018-09-18,29.0,6,,,0.25,4.5,,7,91.0,7,,1.05,37,,31.19,19.11,,,,,,"(""37  34.1'"", ""-122 13.1'"")"
2018-09-18,29.0,7,,,0.26,4.5,,7,91.0,7,,1.01,36,,31.19,19.11,,,,,,"(""37  34.1'"", ""-122 13.1'"")"
2018-09-18,29.0,8,,,0.26,4.5,,7,91.0,7,,1,35,,31.19,19.1,,,,,,"(""37  34.1'"", ""-122 13.1'"")"
2018-09-18,29.0,9,,,0.26,4.5,,7,91.0,7,,1,35,,31.19,19.09,,,,,,"(""37  34.1'"", ""-122 13.1'"")"
2018-09-18,29.0,10,,,0.26,4.5,,7,91.0,7,,0.99,35,,31.2,19.09,,,,,,"(""37  34.1'"", ""-122 13.1'"")"
2018-09-18,29.0,11,,,0.26,4.5,,7,91.0,7,,0.98,34,,31.2,19.07,,,,,,"(""37  34.1'"", ""-122 13.1'"")"
2018-09-18,29.0,12,,,0.25,4.5,,7,91.0,7,,0.96,34,,31.2,19.04,,,,,,"(""37  34.1'"", ""-122 13.1'"")"
2018-09-18,29.0,13,,,0.25,4.5,,7,91.0,7,,0.92,33,,31.2,19,,,,,,"(""37  34.1'"", ""-122 13.1'"")"
2018-09-18,29.0,14,,,0.25,4.5,,7,91.0,7,,0.9,32,,31.2,18.97,,,,,,"(""37  34.1'"", ""-122 13.1'"")"
2018-09-18,28.0,1,,,0.25,4.4,,7,91.0,7,,0.63,22,1.74,31.2,18.97,,,,,,"(""37  36.1'"", ""-122 16.2'"")"
2018-09-18,28.0,2,,,0.25,4.4,,7,91.0,7,,0.64,22,,31.2,18.97,,,,,,"(""37  36.1'"", ""-122 16.2'"")"
2018-09-18,28.0,3,,,0.25,4.4,,7,90.0,7,,0.63,22,,31.2,18.97,,,,,,"(""37  36.1'"", ""-122 16.2'"")"
2018-09-18,28.0,4,,,0.25,4.5,,7,90.0,7,,0.66,23,,31.2,18.98,,,,,,"(""37  36.1'"", ""-122 16.2'"")"
2018-09-18,28.0,5,,,0.27,4.7,,7,91.0,7,,0.72,25,,31.2,18.98,,,,,,"(""37  36.1'"", ""-122 16.2'"")"
2018-09-18,28.0,6,,,0.28,4.8,,7,90.0,7,,0.71,25,,31.2,18.98,,,,,,"(""37  36.1'"", ""-122 16.2'"")"
2018-09-18,28.0,7,,,0.28,4.9,,7,90.0,7,,0.71,25,,31.2,18.98,,,,,,"(""37  36.1'"", ""-122 16.2'"")"
2018-09-18,28.0,8,,,0.28,4.9,,7,90.0,7,,0.71,25,,31.2,18.98,,,,,,"(""37  36.1'"", ""-122 16.2'"")"
2018-09-18,28.0,9,,,0.29,5,,6.9,90.0,6.9,,0.72,25,,31.2,18.98,,,,,,"(""37  36.1'"", ""-122 16.2'"")"
